user_id,step_name,timestamp,device,region
u0043,Landing Page Visit,2025-03-01 20:46:00,tablet,UK
u0043,Free Sign-Up,2025-03-01 21:00:00,tablet,UK
u0044,Landing Page Visit,2025-03-01 21:14:00,tablet,Brazil
u0044,Free Sign-Up,2025-03-01 21:23:00,tablet,Brazil
u0044,Email Verification,2025-03-01 21:38:00,tablet,Brazil
u0045,Landing Page Visit,2025-03-01 22:51:00,tablet,USA
u0045,Free Sign-Up,2025-03-01 23:04:00,tablet,USA
u0046,Landing Page Visit,2025-03-01 22:23:00,mobile,Brazil
u0047,Landing Page Visit,2025-03-02 05:04:00,desktop,India
u0047,Free Sign-Up,2025-03-02 05:24:00,desktop,India
u0047,Email Verification,2025-03-02 05:53:00,desktop,India
u0047,Feature Usage,2025-03-02 05:57:00,desktop,India
u0047,Upgrade to Paid Plan,2025-03-02 06:02:00,desktop,India
u0048,Landing Page Visit,2025-03-01 11:50:00,tablet,Brazil
u0048,Free Sign-Up,2025-03-01 12:03:00,tablet,Brazil
u0048,Email Verification,2025-03-01 12:18:00,tablet,Brazil
u0049,Landing Page Visit,2025-03-01 17:00:00,desktop,USA
u0049,Free Sign-Up,2025-03-01 17:04:00,desktop,USA
u0049,Email Verification,2025-03-01 17:17:00,desktop,USA
u0050,Landing Page Visit,2025-03-02 05:06:00,mobile,India
u0051,Landing Page Visit,2025-03-01 17:37:00,mobile,India
u0051,Free Sign-Up,2025-03-01 17:47:00,mobile,India
u0051,Email Verification,2025-03-01 18:00:00,mobile,India
u0051,Feature Usage,2025-03-01 18:25:00,mobile,India
u0051,Upgrade to Paid Plan,2025-03-01 18:46:00,mobile,India
u0052,Landing Page Visit,2025-03-01 21:15:00,mobile,Germany
u0052,Free Sign-Up,2025-03-01 21:43:00,mobile,Germany
u0052,Email Verification,2025-03-01 21:55:00,mobile,Germany
u0052,Feature Usage,2025-03-01 22:07:00,mobile,Germany
u0053,Landing Page Visit,2025-03-02 06:34:00,tablet,Brazil
u0053,Free Sign-Up,2025-03-02 07:00:00,tablet,Brazil
u0053,Email Verification,2025-03-02 07:23:00,tablet,Brazil
u0054,Landing Page Visit,2025-03-02 04:54:00,mobile,Germany
u0054,Free Sign-Up,2025-03-02 04:55:00,mobile,Germany
u0054,Email Verification,2025-03-02 04:56:00,mobile,Germany
u0054,Feature Usage,2025-03-02 05:21:00,mobile,Germany
u0055,Landing Page Visit,2025-03-01 18:32:00,tablet,Germany
u0055,Free Sign-Up,2025-03-01 18:52:00,tablet,Germany
u0055,Email Verification,2025-03-01 19:05:00,tablet,Germany
u0056,Landing Page Visit,2025-03-02 05:22:00,mobile,India
u0056,Free Sign-Up,2025-03-02 05:29:00,mobile,India
u0056,Email Verification,2025-03-02 05:35:00,mobile,India
u0056,Feature Usage,2025-03-02 05:43:00,mobile,India
u0056,Upgrade to Paid Plan,2025-03-02 06:10:00,mobile,India
u0057,Landing Page Visit,2025-03-01 13:17:00,desktop,USA
u0057,Free Sign-Up,2025-03-01 13:22:00,desktop,USA
u0057,Email Verification,2025-03-01 13:23:00,desktop,USA
u0057,Feature Usage,2025-03-01 13:42:00,desktop,USA
u0057,Upgrade to Paid Plan,2025-03-01 13:52:00,desktop,USA
u0058,Landing Page Visit,2025-03-01 19:03:00,tablet,USA
u0058,Free Sign-Up,2025-03-01 19:18:00,tablet,USA
u0058,Email Verification,2025-03-01 19:45:00,tablet,USA
u0058,Feature Usage,2025-03-01 20:07:00,tablet,USA
u0058,Upgrade to Paid Plan,2025-03-01 20:31:00,tablet,USA
u0059,Landing Page Visit,2025-03-02 02:56:00,desktop,Germany
u0059,Free Sign-Up,2025-03-02 03:13:00,desktop,Germany
u0060,Landing Page Visit,2025-03-01 17:23:00,desktop,USA
u0060,Free Sign-Up,2025-03-01 17:35:00,desktop,USA
u0060,Email Verification,2025-03-01 17:42:00,desktop,USA
u0061,Landing Page Visit,2025-03-02 07:30:00,desktop,Brazil
u0062,Landing Page Visit,2025-03-01 23:51:00,mobile,USA
u0062,Free Sign-Up,2025-03-02 00:08:00,mobile,USA
u0063,Landing Page Visit,2025-03-01 09:52:00,mobile,USA
u0063,Free Sign-Up,2025-03-01 09:54:00,mobile,USA
u0064,Landing Page Visit,2025-03-01 11:39:00,tablet,USA
u0064,Free Sign-Up,2025-03-01 12:01:00,tablet,USA
u0064,Email Verification,2025-03-01 12:24:00,tablet,USA
u0065,Landing Page Visit,2025-03-02 04:48:00,desktop,USA
u0066,Landing Page Visit,2025-03-02 07:46:00,desktop,Germany
u0067,Landing Page Visit,2025-03-02 01:56:00,mobile,India
u0067,Free Sign-Up,2025-03-02 02:08:00,mobile,India
u0067,Email Verification,2025-03-02 02:34:00,mobile,India
u0067,Feature Usage,2025-03-02 02:40:00,mobile,India
u0068,Landing Page Visit,2025-03-01 21:55:00,desktop,Brazil
u0069,Landing Page Visit,2025-03-01 11:22:00,tablet,Germany
u0069,Free Sign-Up,2025-03-01 11:46:00,tablet,Germany
u0070,Landing Page Visit,2025-03-01 14:40:00,mobile,Brazil
u0070,Free Sign-Up,2025-03-01 14:46:00,mobile,Brazil
u0070,Email Verification,2025-03-01 15:10:00,mobile,Brazil
u0070,Feature Usage,2025-03-01 15:15:00,mobile,Brazil
u0071,Landing Page Visit,2025-03-01 11:17:00,desktop,UK
u0071,Free Sign-Up,2025-03-01 11:39:00,desktop,UK
u0071,Email Verification,2025-03-01 11:50:00,desktop,UK
u0072,Landing Page Visit,2025-03-01 10:23:00,desktop,India
u0072,Free Sign-Up,2025-03-01 10:24:00,desktop,India
u0073,Landing Page Visit,2025-03-02 03:07:00,tablet,USA
u0073,Free Sign-Up,2025-03-02 03:34:00,tablet,USA
u0074,Landing Page Visit,2025-03-01 15:43:00,desktop,Brazil
u0074,Free Sign-Up,2025-03-01 16:12:00,desktop,Brazil
u0075,Landing Page Visit,2025-03-01 18:59:00,desktop,Brazil
u0075,Free Sign-Up,2025-03-01 19:27:00,desktop,Brazil
u0075,Email Verification,2025-03-01 19:54:00,desktop,Brazil
u0075,Feature Usage,2025-03-01 19:58:00,desktop,Brazil
u0075,Upgrade to Paid Plan,2025-03-01 20:17:00,desktop,Brazil
u0076,Landing Page Visit,2025-03-01 10:26:00,desktop,UK
u0077,Landing Page Visit,2025-03-01 22:23:00,tablet,Brazil
u0077,Free Sign-Up,2025-03-01 22:30:00,tablet,Brazil
u0077,Email Verification,2025-03-01 22:50:00,tablet,Brazil
u0077,Feature Usage,2025-03-01 22:59:00,tablet,Brazil
u0078,Landing Page Visit,2025-03-01 17:10:00,tablet,Brazil
u0078,Free Sign-Up,2025-03-01 17:28:00,tablet,Brazil
u0078,Email Verification,2025-03-01 17:36:00,tablet,Brazil
u0078,Feature Usage,2025-03-01 17:37:00,tablet,Brazil
u0079,Landing Page Visit,2025-03-01 15:52:00,tablet,USA
u0079,Free Sign-Up,2025-03-01 16:10:00,tablet,USA
u0080,Landing Page Visit,2025-03-02 07:58:00,tablet,Germany
u0081,Landing Page Visit,2025-03-01 12:22:00,mobile,Germany
u0081,Free Sign-Up,2025-03-01 12:50:00,mobile,Germany
u0081,Email Verification,2025-03-01 13:06:00,mobile,Germany
u0081,Feature Usage,2025-03-01 13:32:00,mobile,Germany
u0082,Landing Page Visit,2025-03-02 00:56:00,mobile,UK
u0082,Free Sign-Up,2025-03-02 01:16:00,mobile,UK
u0082,Email Verification,2025-03-02 01:44:00,mobile,UK
u0083,Landing Page Visit,2025-03-01 08:01:00,desktop,UK
u0083,Free Sign-Up,2025-03-01 08:02:00,desktop,UK
u0083,Email Verification,2025-03-01 08:18:00,desktop,UK
u0084,Landing Page Visit,2025-03-01 15:32:00,mobile,UK
u0084,Free Sign-Up,2025-03-01 15:37:00,mobile,UK
u0085,Landing Page Visit,2025-03-02 00:54:00,desktop,India
u0086,Landing Page Visit,2025-03-02 04:56:00,mobile,UK
u0086,Free Sign-Up,2025-03-02 04:59:00,mobile,UK
u0086,Email Verification,2025-03-02 05:18:00,mobile,UK
u0087,Landing Page Visit,2025-03-01 11:27:00,desktop,UK
u0087,Free Sign-Up,2025-03-01 11:30:00,desktop,UK
u0087,Email Verification,2025-03-01 11:50:00,desktop,UK
u0088,Landing Page Visit,2025-03-01 08:53:00,tablet,UK
u0088,Free Sign-Up,2025-03-01 09:17:00,tablet,UK
u0088,Email Verification,2025-03-01 09:18:00,tablet,UK
u0088,Feature Usage,2025-03-01 09:42:00,tablet,UK
u0088,Upgrade to Paid Plan,2025-03-01 10:02:00,tablet,UK
u0089,Landing Page Visit,2025-03-01 09:43:00,tablet,Germany
u0089,Free Sign-Up,2025-03-01 10:03:00,tablet,Germany
u0089,Email Verification,2025-03-01 10:06:00,tablet,Germany
u0089,Feature Usage,2025-03-01 10:22:00,tablet,Germany
u0089,Upgrade to Paid Plan,2025-03-01 10:47:00,tablet,Germany
u0090,Landing Page Visit,2025-03-01 10:32:00,desktop,USA
u0090,Free Sign-Up,2025-03-01 11:01:00,desktop,USA
u0090,Email Verification,2025-03-01 11:19:00,desktop,USA
u0090,Feature Usage,2025-03-01 11:33:00,desktop,USA
u0090,Upgrade to Paid Plan,2025-03-01 11:51:00,desktop,USA
u0091,Landing Page Visit,2025-03-01 21:41:00,tablet,USA
u0091,Free Sign-Up,2025-03-01 21:44:00,tablet,USA
u0091,Email Verification,2025-03-01 22:00:00,tablet,USA
u0092,Landing Page Visit,2025-03-01 10:40:00,desktop,India
u0092,Free Sign-Up,2025-03-01 10:44:00,desktop,India
u0093,Landing Page Visit,2025-03-01 14:37:00,tablet,India
u0093,Free Sign-Up,2025-03-01 14:58:00,tablet,India
u0093,Email Verification,2025-03-01 15:14:00,tablet,India
u0093,Feature Usage,2025-03-01 15:34:00,tablet,India
u0094,Landing Page Visit,2025-03-02 07:35:00,desktop,UK
u0094,Free Sign-Up,2025-03-02 07:42:00,desktop,UK
u0095,Landing Page Visit,2025-03-01 14:40:00,mobile,UK
u0095,Free Sign-Up,2025-03-01 14:41:00,mobile,UK
u0095,Email Verification,2025-03-01 14:57:00,mobile,UK
u0095,Feature Usage,2025-03-01 15:09:00,mobile,UK
u0096,Landing Page Visit,2025-03-01 15:49:00,desktop,USA
u0097,Landing Page Visit,2025-03-02 01:25:00,tablet,Brazil
u0097,Free Sign-Up,2025-03-02 01:39:00,tablet,Brazil
u0097,Email Verification,2025-03-02 01:45:00,tablet,Brazil
u0097,Feature Usage,2025-03-02 01:51:00,tablet,Brazil
u0098,Landing Page Visit,2025-03-01 17:22:00,mobile,UK
u0098,Free Sign-Up,2025-03-01 17:44:00,mobile,UK
u0098,Email Verification,2025-03-01 17:52:00,mobile,UK
u0099,Landing Page Visit,2025-03-01 08:26:00,desktop,UK
u0100,Landing Page Visit,2025-03-02 05:40:00,desktop,Germany
u0100,Free Sign-Up,2025-03-02 05:41:00,desktop,Germany
u0101,Landing Page Visit,2025-03-01 22:38:00,mobile,Germany
u0101,Free Sign-Up,2025-03-01 22:39:00,mobile,Germany
u0102,Landing Page Visit,2025-03-02 00:59:00,mobile,India
u0102,Free Sign-Up,2025-03-02 01:28:00,mobile,India
u0102,Email Verification,2025-03-02 01:44:00,mobile,India
u0102,Feature Usage,2025-03-02 02:03:00,mobile,India
u0102,Upgrade to Paid Plan,2025-03-02 02:07:00,mobile,India
u0103,Landing Page Visit,2025-03-02 04:15:00,tablet,India
u0103,Free Sign-Up,2025-03-02 04:32:00,tablet,India
u0104,Landing Page Visit,2025-03-02 03:55:00,desktop,USA
u0105,Landing Page Visit,2025-03-01 10:37:00,tablet,India
u0105,Free Sign-Up,2025-03-01 11:06:00,tablet,India
u0105,Email Verification,2025-03-01 11:20:00,tablet,India
u0106,Landing Page Visit,2025-03-01 16:37:00,desktop,Brazil
u0107,Landing Page Visit,2025-03-02 01:40:00,desktop,USA
u0107,Free Sign-Up,2025-03-02 02:04:00,desktop,USA
u0107,Email Verification,2025-03-02 02:33:00,desktop,USA
u0107,Feature Usage,2025-03-02 02:50:00,desktop,USA
u0108,Landing Page Visit,2025-03-01 11:00:00,tablet,Brazil
u0108,Free Sign-Up,2025-03-01 11:03:00,tablet,Brazil
u0108,Email Verification,2025-03-01 11:31:00,tablet,Brazil
u0108,Feature Usage,2025-03-01 11:32:00,tablet,Brazil
u0109,Landing Page Visit,2025-03-01 11:10:00,tablet,Germany
u0109,Free Sign-Up,2025-03-01 11:39:00,tablet,Germany
u0109,Email Verification,2025-03-01 12:00:00,tablet,Germany
u0109,Feature Usage,2025-03-01 12:23:00,tablet,Germany
u0110,Landing Page Visit,2025-03-02 05:19:00,desktop,Germany
u0110,Free Sign-Up,2025-03-02 05:22:00,desktop,Germany
u0111,Landing Page Visit,2025-03-01 17:25:00,desktop,USA
u0112,Landing Page Visit,2025-03-02 06:26:00,desktop,Brazil
u0112,Free Sign-Up,2025-03-02 06:34:00,desktop,Brazil
u0112,Email Verification,2025-03-02 06:48:00,desktop,Brazil
u0112,Feature Usage,2025-03-02 07:12:00,desktop,Brazil
u0113,Landing Page Visit,2025-03-02 05:51:00,desktop,Germany
u0113,Free Sign-Up,2025-03-02 06:06:00,desktop,Germany
u0113,Email Verification,2025-03-02 06:28:00,desktop,Germany
u0114,Landing Page Visit,2025-03-02 00:01:00,mobile,UK
u0114,Free Sign-Up,2025-03-02 00:28:00,mobile,UK
u0114,Email Verification,2025-03-02 00:38:00,mobile,UK
u0115,Landing Page Visit,2025-03-01 21:04:00,desktop,USA
u0115,Free Sign-Up,2025-03-01 21:12:00,desktop,USA
u0115,Email Verification,2025-03-01 21:13:00,desktop,USA
u0115,Feature Usage,2025-03-01 21:22:00,desktop,USA
u0116,Landing Page Visit,2025-03-01 12:05:00,desktop,Brazil
u0117,Landing Page Visit,2025-03-02 01:42:00,mobile,USA
u0117,Free Sign-Up,2025-03-02 02:11:00,mobile,USA
u0118,Landing Page Visit,2025-03-01 20:38:00,tablet,UK
u0118,Free Sign-Up,2025-03-01 21:04:00,tablet,UK
u0119,Landing Page Visit,2025-03-01 23:20:00,mobile,Germany
u0119,Free Sign-Up,2025-03-01 23:44:00,mobile,Germany
u0119,Email Verification,2025-03-01 23:57:00,mobile,Germany
u0120,Landing Page Visit,2025-03-01 23:02:00,desktop,Brazil
u0120,Free Sign-Up,2025-03-01 23:27:00,desktop,Brazil
u0121,Landing Page Visit,2025-03-01 19:24:00,desktop,Germany
u0121,Free Sign-Up,2025-03-01 19:44:00,desktop,Germany
u0121,Email Verification,2025-03-01 19:45:00,desktop,Germany
u0121,Feature Usage,2025-03-01 19:53:00,desktop,Germany
u0121,Upgrade to Paid Plan,2025-03-01 20:07:00,desktop,Germany
u0122,Landing Page Visit,2025-03-01 18:53:00,mobile,Brazil
u0122,Free Sign-Up,2025-03-01 19:05:00,mobile,Brazil
u0122,Email Verification,2025-03-01 19:24:00,mobile,Brazil
u0123,Landing Page Visit,2025-03-02 03:26:00,desktop,Brazil
u0123,Free Sign-Up,2025-03-02 03:54:00,desktop,Brazil
u0123,Email Verification,2025-03-02 03:56:00,desktop,Brazil
u0123,Feature Usage,2025-03-02 03:58:00,desktop,Brazil
u0123,Upgrade to Paid Plan,2025-03-02 04:21:00,desktop,Brazil
u0124,Landing Page Visit,2025-03-01 08:50:00,mobile,Germany
u0124,Free Sign-Up,2025-03-01 09:15:00,mobile,Germany
u0124,Email Verification,2025-03-01 09:41:00,mobile,Germany
u0124,Feature Usage,2025-03-01 10:10:00,mobile,Germany
u0125,Landing Page Visit,2025-03-01 13:13:00,tablet,Germany
u0125,Free Sign-Up,2025-03-01 13:39:00,tablet,Germany
u0126,Landing Page Visit,2025-03-01 13:04:00,desktop,India
u0126,Free Sign-Up,2025-03-01 13:24:00,desktop,India
u0126,Email Verification,2025-03-01 13:34:00,desktop,India
u0126,Feature Usage,2025-03-01 13:40:00,desktop,India
u0126,Upgrade to Paid Plan,2025-03-01 13:55:00,desktop,India
u0127,Landing Page Visit,2025-03-02 00:42:00,mobile,Germany
u0127,Free Sign-Up,2025-03-02 01:10:00,mobile,Germany
u0128,Landing Page Visit,2025-03-02 00:32:00,desktop,UK
u0128,Free Sign-Up,2025-03-02 00:40:00,desktop,UK
u0128,Email Verification,2025-03-02 01:01:00,desktop,UK
u0128,Feature Usage,2025-03-02 01:29:00,desktop,UK
u0129,Landing Page Visit,2025-03-01 08:04:00,desktop,India
u0129,Free Sign-Up,2025-03-01 08:11:00,desktop,India
u0130,Landing Page Visit,2025-03-01 20:53:00,tablet,Brazil
u0130,Free Sign-Up,2025-03-01 21:06:00,tablet,Brazil
u0130,Email Verification,2025-03-01 21:26:00,tablet,Brazil
u0131,Landing Page Visit,2025-03-01 22:26:00,desktop,Germany
u0132,Landing Page Visit,2025-03-01 23:35:00,desktop,Brazil
u0132,Free Sign-Up,2025-03-01 23:55:00,desktop,Brazil
u0133,Landing Page Visit,2025-03-01 12:28:00,mobile,USA
u0133,Free Sign-Up,2025-03-01 12:46:00,mobile,USA
u0133,Email Verification,2025-03-01 13:14:00,mobile,USA
u0134,Landing Page Visit,2025-03-01 18:56:00,mobile,India
u0134,Free Sign-Up,2025-03-01 19:20:00,mobile,India
u0134,Email Verification,2025-03-01 19:39:00,mobile,India
u0134,Feature Usage,2025-03-01 20:07:00,mobile,India
u0135,Landing Page Visit,2025-03-02 06:49:00,desktop,UK
u0135,Free Sign-Up,2025-03-02 06:54:00,desktop,UK
u0135,Email Verification,2025-03-02 07:20:00,desktop,UK
u0136,Landing Page Visit,2025-03-01 21:10:00,tablet,USA
u0136,Free Sign-Up,2025-03-01 21:19:00,tablet,USA
u0136,Email Verification,2025-03-01 21:31:00,tablet,USA
u0137,Landing Page Visit,2025-03-02 02:01:00,mobile,India
u0137,Free Sign-Up,2025-03-02 02:27:00,mobile,India
u0137,Email Verification,2025-03-02 02:28:00,mobile,India
u0138,Landing Page Visit,2025-03-01 21:21:00,desktop,UK
u0138,Free Sign-Up,2025-03-01 21:43:00,desktop,UK
u0139,Landing Page Visit,2025-03-01 16:07:00,desktop,Brazil
u0139,Free Sign-Up,2025-03-01 16:20:00,desktop,Brazil
u0139,Email Verification,2025-03-01 16:41:00,desktop,Brazil
u0140,Landing Page Visit,2025-03-02 05:35:00,tablet,Germany
u0140,Free Sign-Up,2025-03-02 06:04:00,tablet,Germany
u0140,Email Verification,2025-03-02 06:11:00,tablet,Germany
u0141,Landing Page Visit,2025-03-01 21:09:00,tablet,Brazil
u0142,Landing Page Visit,2025-03-01 12:06:00,tablet,Germany
u0142,Free Sign-Up,2025-03-01 12:09:00,tablet,Germany
u0142,Email Verification,2025-03-01 12:21:00,tablet,Germany
u0143,Landing Page Visit,2025-03-02 00:36:00,desktop,Germany
u0143,Free Sign-Up,2025-03-02 00:58:00,desktop,Germany
u0143,Email Verification,2025-03-02 01:23:00,desktop,Germany
u0144,Landing Page Visit,2025-03-02 04:43:00,mobile,UK
u0144,Free Sign-Up,2025-03-02 04:48:00,mobile,UK
u0145,Landing Page Visit,2025-03-02 00:48:00,mobile,Germany
u0145,Free Sign-Up,2025-03-02 01:02:00,mobile,Germany
u0146,Landing Page Visit,2025-03-01 15:32:00,desktop,Brazil
u0146,Free Sign-Up,2025-03-01 15:44:00,desktop,Brazil
u0146,Email Verification,2025-03-01 16:00:00,desktop,Brazil
u0146,Feature Usage,2025-03-01 16:26:00,desktop,Brazil
u0147,Landing Page Visit,2025-03-01 15:11:00,tablet,India
u0147,Free Sign-Up,2025-03-01 15:32:00,tablet,India
u0147,Email Verification,2025-03-01 15:39:00,tablet,India
u0147,Feature Usage,2025-03-01 15:43:00,tablet,India
u0148,Landing Page Visit,2025-03-02 05:17:00,desktop,UK
u0148,Free Sign-Up,2025-03-02 05:22:00,desktop,UK
u0148,Email Verification,2025-03-02 05:45:00,desktop,UK
u0149,Landing Page Visit,2025-03-01 16:41:00,desktop,UK
u0150,Landing Page Visit,2025-03-02 02:43:00,tablet,USA
u0150,Free Sign-Up,2025-03-02 02:45:00,tablet,USA
u0150,Email Verification,2025-03-02 03:05:00,tablet,USA
u0150,Feature Usage,2025-03-02 03:15:00,tablet,USA
u0150,Upgrade to Paid Plan,2025-03-02 03:41:00,tablet,USA
u0151,Landing Page Visit,2025-03-01 15:21:00,mobile,UK
